Raw Gaze R,Raw Gaze L,Gaze Mid X,Gaze Mid Y,Time
|Point2d(x=0.990862, y=0.106618)|,|Point2d(x=1.002797, y=0.038779)|,0.996829479932785,0.07269829139113426,1580609980.787464
|Point2d(x=0.991638, y=0.105012)|,|Point2d(x=1.003276, y=0.039630)|,0.9974566400051117,0.07232102937996387,1580609980.798265
|Point2d(x=0.991453, y=0.109690)|,|Point2d(x=1.001567, y=0.047415)|,0.9965100288391113,0.07855266891419888,1580609980.810005
|Point2d(x=0.989568, y=0.108713)|,|Point2d(x=1.003664, y=0.051745)|,0.9966161251068115,0.08022875897586346,1580609980.820959
|Point2d(x=0.988902, y=0.111343)|,|Point2d(x=1.004699, y=0.049827)|,0.9968004524707794,0.08058513700962067,1580609980.831697
|Point2d(x=0.988278, y=0.109543)|,|Point2d(x=0.997847, y=0.054432)|,0.9930624663829803,0.08198736980557442,1580609980.84352
|Point2d(x=0.987741, y=0.111446)|,|Point2d(x=0.992882, y=0.051670)|,0.9903117418289185,0.08155806362628937,1580609980.854262
|Point2d(x=0.986354, y=0.109980)|,|Point2d(x=0.993080, y=0.051492)|,0.9897172451019287,0.08073629066348076,1580609980.865058
|Point2d(x=0.986771, y=0.108506)|,|Point2d(x=0.997301, y=0.047115)|,0.992035984992981,0.07781062088906765,1580609980.876342
|Point2d(x=0.987299, y=0.104683)|,|Point2d(x=1.001179, y=0.038146)|,0.9942391812801361,0.07141440734267235,1580609980.887489
|Point2d(x=0.986839, y=0.105238)|,|Point2d(x=1.000122, y=0.041871)|,0.9934804737567902,0.07355436123907566,1580609980.898182
|Point2d(x=0.986566, y=0.103576)|,|Point2d(x=1.004604, y=0.031489)|,0.9955852329730988,0.06753232143819332,1580609980.909792
|Point2d(x=0.985535, y=0.104315)|,|Point2d(x=1.005090, y=0.037182)|,0.9953126609325409,0.07074889913201332,1580609980.920809
|Point2d(x=0.986937, y=0.108160)|,|Point2d(x=1.003034, y=0.034346)|,0.9949855208396912,0.0712532177567482,1580609980.931697
|Point2d(x=0.983503, y=0.101035)|,|Point2d(x=0.999739, y=0.045277)|,0.9916210770606995,0.07315590046346188,1580609980.943133
|Point2d(x=0.984889, y=0.098989)|,|Point2d(x=1.004733, y=0.042758)|,0.9948108196258545,0.07087397389113903,1580609980.954276
|Point2d(x=0.985523, y=0.097010)|,|Point2d(x=1.004680, y=0.047059)|,0.9951018989086151,0.07203420624136925,1580609980.964938
|Point2d(x=0.991448, y=0.108084)|,|Point2d(x=1.009037, y=0.037506)|,1.0002429783344269,0.07279455289244652,1580609980.976305
|Point2d(x=0.994274, y=0.113580)|,|Point2d(x=1.002481, y=0.039460)|,0.9983775019645691,0.07652011886239052,1580609980.987268
|Point2d(x=0.990509, y=0.110197)|,|Point2d(x=1.004428, y=0.039073)|,0.9974685609340668,0.0746352057904005,1580609980.998339
|Point2d(x=0.983741, y=0.105513)|,|Point2d(x=0.996323, y=0.042296)|,0.9900321066379547,0.0739044938236475,1580609981.009686
|Point2d(x=0.980184, y=0.106456)|,|Point2d(x=0.998774, y=0.054677)|,0.9894785583019257,0.08056678622961044,1580609981.020589
|Point2d(x=0.983510, y=0.113701)|,|Point2d(x=0.995266, y=0.057924)|,0.989388108253479,0.08581249043345451,1580609981.031596
|Point2d(x=0.983443, y=0.118214)|,|Point2d(x=0.999061, y=0.064573)|,0.9912523031234741,0.09139342606067657,1580609981.043054
|Point2d(x=0.984396, y=0.114766)|,|Point2d(x=1.002382, y=0.046174)|,0.9933891296386719,0.08047017082571983,1580609981.053888
|Point2d(x=0.985907, y=0.112916)|,|Point2d(x=1.002654, y=0.047339)|,0.9942802786827087,0.08012755215167999,1580609981.064788
|Point2d(x=0.998160, y=0.103444)|,|Point2d(x=0.996967, y=0.043827)|,0.9975634813308716,0.07363509945571423,1580609981.076435
|Point2d(x=1.000279, y=0.106383)|,|Point2d(x=0.993936, y=0.047216)|,0.9971074461936951,0.0767995547503233,1580609981.087184
|Point2d(x=0.997827, y=0.105587)|,|Point2d(x=0.997315, y=0.040358)|,0.9975708723068237,0.07297234982252121,1580609981.098194
|Point2d(x=0.989043, y=0.103891)|,|Point2d(x=0.999786, y=0.037162)|,0.9944147169589996,0.07052638940513134,1580609981.109523
|Point2d(x=0.985220, y=0.103516)|,|Point2d(x=1.007355, y=0.031243)|,0.9962876439094543,0.06737929489463568,1580609981.12065
|Point2d(x=0.986223, y=0.101508)|,|Point2d(x=1.004530, y=0.037012)|,0.9953764975070953,0.06925983726978302,1580609981.131647
|Point2d(x=0.986118, y=0.114724)|,|Point2d(x=1.007202, y=0.039970)|,0.99665966629982,0.0773469340056181,1580609981.143082
|Point2d(x=0.985083, y=0.106508)|,|Point2d(x=0.998976, y=0.056775)|,0.992029070854187,0.08164157159626484,1580609981.154097
|Point2d(x=0.982078, y=0.102690)|,|Point2d(x=0.999971, y=0.051660)|,0.9910244643688202,0.07717512361705303,1580609981.164855
|Point2d(x=0.977209, y=0.095803)|,|Point2d(x=1.000921, y=0.051238)|,0.9890647828578949,0.07352049089968204,1580609981.176143
|Point2d(x=0.980686, y=0.096164)|,|Point2d(x=0.990175, y=0.065901)|,0.9854303300380707,0.08103252202272415,1580609981.187844
|Point2d(x=0.981428, y=0.098397)|,|Point2d(x=0.990460, y=0.064212)|,0.9859439730644226,0.08130462095141411,1580609981.198182
|Point2d(x=0.986836, y=0.102287)|,|Point2d(x=0.986358, y=0.065332)|,0.986597329378128,0.08380928263068199,1580609981.209364
|Point2d(x=0.984997, y=0.104647)|,|Point2d(x=0.991538, y=0.051532)|,0.9882674515247345,0.0780897494405508,1580609981.2207
|Point2d(x=0.987343, y=0.112137)|,|Point2d(x=0.988776, y=0.051129)|,0.9880593717098236,0.08163276314735413,1580609981.231495
|Point2d(x=0.985342, y=0.108750)|,|Point2d(x=0.990707, y=0.055403)|,0.9880246222019196,0.08207652159035206,1580609981.242768
|Point2d(x=0.985602, y=0.110675)|,|Point2d(x=0.994732, y=0.057261)|,0.9901670515537262,0.083968011662364,1580609981.253844
|Point2d(x=0.985406, y=0.101334)|,|Point2d(x=0.995968, y=0.062198)|,0.9906865954399109,0.08176606148481369,1580609981.264444
|Point2d(x=0.985670, y=0.103869)|,|Point2d(x=0.994741, y=0.059123)|,0.9902054965496063,0.08149556815624237,1580609981.276472
|Point2d(x=0.985561, y=0.106126)|,|Point2d(x=1.001996, y=0.043399)|,0.993778258562088,0.07476265169680119,1580609981.28768
|Point2d(x=0.981466, y=0.107404)|,|Point2d(x=1.004857, y=0.041804)|,0.9931616485118866,0.07460418716073036,1580609981.298065
|Point2d(x=0.976245, y=0.100940)|,|Point2d(x=1.007355, y=0.036313)|,0.9917996525764465,0.0686266552656889,1580609981.314266
|Point2d(x=0.974494, y=0.096334)|,|Point2d(x=1.004578, y=0.039894)|,0.9895361959934235,0.06811407767236233,1580609981.328084
|Point2d(x=0.975232, y=0.094589)|,|Point2d(x=1.005104, y=0.043506)|,0.9901679158210754,0.069047337397933,1580609981.331219
|Point2d(x=0.978674, y=0.088549)|,|Point2d(x=0.998109, y=0.052008)|,0.9883911311626434,0.07027844153344631,1580609981.342336
|Point2d(x=0.980837, y=0.092336)|,|Point2d(x=0.988691, y=0.054773)|,0.9847640991210938,0.0735549870878458,1580609981.353795
|Point2d(x=0.979213, y=0.094791)|,|Point2d(x=0.987638, y=0.053588)|,0.9834252595901489,0.07418922707438469,1580609981.364542
|Point2d(x=0.974660, y=0.102479)|,|Point2d(x=0.996731, y=0.043228)|,0.9856956005096436,0.07285354472696781,1580609981.385456
|Point2d(x=0.975716, y=0.105995)|,|Point2d(x=1.000702, y=0.031466)|,0.9882092177867889,0.06873026862740517,1580609981.386886
|Point2d(x=0.976951, y=0.105881)|,|Point2d(x=1.000540, y=0.027168)|,0.9887454509735107,0.06652416381984949,1580609981.39776
|Point2d(x=0.984072, y=0.101529)|,|Point2d(x=0.998217, y=0.033994)|,0.9911446869373322,0.0677612442523241,1580609981.40933
|Point2d(x=0.980602, y=0.102779)|,|Point2d(x=1.003729, y=0.035482)|,0.9921651184558868,0.06913062557578087,1580609981.420219
|Point2d(x=0.980962, y=0.103614)|,|Point2d(x=1.004195, y=0.038147)|,0.9925785958766937,0.07088054902851582,1580609981.431058
|Point2d(x=0.978105, y=0.106248)|,|Point2d(x=0.998937, y=0.037631)|,0.9885209202766418,0.07193945907056332,1580609981.442363
|Point2d(x=0.978108, y=0.098296)|,|Point2d(x=0.998259, y=0.041243)|,0.9881836771965027,0.06976955011487007,1580609981.453453
|Point2d(x=0.978029, y=0.098261)|,|Point2d(x=0.997298, y=0.040286)|,0.9876633882522583,0.06927352212369442,1580609981.464284
|Point2d(x=0.979195, y=0.099218)|,|Point2d(x=1.004688, y=0.052273)|,0.9919413030147552,0.0757453478872776,1580609981.475988
|Point2d(x=0.979594, y=0.100220)|,|Point2d(x=1.000836, y=0.069042)|,0.9902153015136719,0.08463124185800552,1580609981.486842
|Point2d(x=0.978416, y=0.103163)|,|Point2d(x=0.999406, y=0.073994)|,0.9889108836650848,0.08857867121696472,1580609981.497607
|Point2d(x=0.975141, y=0.103706)|,|Point2d(x=1.000671, y=0.064630)|,0.9879058301448822,0.08416801318526268,1580609981.508602
|Point2d(x=0.974669, y=0.110455)|,|Point2d(x=0.996746, y=0.049121)|,0.985707551240921,0.07978793606162071,1580609981.520129
|Point2d(x=0.976084, y=0.105309)|,|Point2d(x=0.994480, y=0.048828)|,0.9852817058563232,0.07706830278038979,1580609981.531742
|Point2d(x=0.974520, y=0.107796)|,|Point2d(x=0.990043, y=0.050107)|,0.9822819232940674,0.07895121909677982,1580609981.548816
|Point2d(x=0.977297, y=0.102345)|,|Point2d(x=0.981257, y=0.063646)|,0.9792773425579071,0.08299533650279045,1580609981.560068
|Point2d(x=0.975829, y=0.102080)|,|Point2d(x=0.982675, y=0.065564)|,0.9792518019676208,0.0838218554854393,1580609981.564504
|Point2d(x=0.981249, y=0.098152)|,|Point2d(x=0.985970, y=0.062037)|,0.9836099445819855,0.08009456470608711,1580609981.575703
|Point2d(x=0.981308, y=0.100530)|,|Point2d(x=0.994127, y=0.040193)|,0.9877175688743591,0.07036185078322887,1580609981.587347
|Point2d(x=0.980401, y=0.100299)|,|Point2d(x=0.995630, y=0.036280)|,0.9880156815052032,0.06828953325748444,1580609981.597646
|Point2d(x=0.977407, y=0.103379)|,|Point2d(x=0.993915, y=0.034881)|,0.9856609106063843,0.06912966631352901,1580609981.609175
|Point2d(x=0.976546, y=0.099526)|,|Point2d(x=0.995954, y=0.052684)|,0.9862497746944427,0.07610512524843216,1580609981.620292
|Point2d(x=0.976883, y=0.108839)|,|Point2d(x=0.995592, y=0.047902)|,0.9862378537654877,0.07837050780653954,1580609981.630943
|Point2d(x=0.982992, y=0.105633)|,|Point2d(x=0.992849, y=0.048751)|,0.9879205524921417,0.07719201780855656,1580609981.642495
|Point2d(x=0.981417, y=0.105281)|,|Point2d(x=0.996010, y=0.042528)|,0.9887135624885559,0.07390455529093742,1580609981.653646
|Point2d(x=0.982415, y=0.105388)|,|Point2d(x=0.996964, y=0.041555)|,0.9896896779537201,0.07347186654806137,1580609981.664368
|Point2d(x=0.979684, y=0.108650)|,|Point2d(x=0.999622, y=0.038208)|,0.9896532893180847,0.07342890650033951,1580609981.675664
|Point2d(x=0.979154, y=0.108109)|,|Point2d(x=0.998546, y=0.042998)|,0.9888500273227692,0.07555326074361801,1580609981.686901
|Point2d(x=0.980310, y=0.107126)|,|Point2d(x=0.996629, y=0.045286)|,0.9884691536426544,0.07620581239461899,1580609981.69778
|Point2d(x=0.978822, y=0.106450)|,|Point2d(x=1.001149, y=0.055618)|,0.9899851977825165,0.08103375136852264,1580609981.709133
|Point2d(x=0.980506, y=0.106482)|,|Point2d(x=0.999971, y=0.042559)|,0.9902382493019104,0.07452050969004631,1580609981.720151
|Point2d(x=0.979521, y=0.100086)|,|Point2d(x=0.997708, y=0.049841)|,0.9886144399642944,0.07496358267962933,1580609981.730996
|Point2d(x=0.976925, y=0.103848)|,|Point2d(x=0.991994, y=0.042952)|,0.9844595193862915,0.0733997356146574,1580609981.742571
|Point2d(x=0.976759, y=0.107313)|,|Point2d(x=0.992649, y=0.049231)|,0.9847041666507721,0.0782717615365982,1580609981.753435
|Point2d(x=0.976244, y=0.111010)|,|Point2d(x=0.992781, y=0.039187)|,0.9845126569271088,0.07509847544133663,1580609981.764197
|Point2d(x=0.976679, y=0.106495)|,|Point2d(x=0.989716, y=0.042494)|,0.9831974506378174,0.07449444010853767,1580609981.77576
|Point2d(x=0.979139, y=0.111185)|,|Point2d(x=0.987735, y=0.045538)|,0.983436793088913,0.07836159318685532,1580609981.786596
|Point2d(x=0.978545, y=0.112112)|,|Point2d(x=0.988375, y=0.045252)|,0.983459860086441,0.0786820761859417,1580609981.797803
|Point2d(x=0.978444, y=0.112169)|,|Point2d(x=0.996547, y=0.048384)|,0.987495481967926,0.08027680031955242,1580609981.808924
|Point2d(x=0.974376, y=0.106834)|,|Point2d(x=1.000280, y=0.048775)|,0.9873283505439758,0.07780446298420429,1580609981.820273
|Point2d(x=0.975702, y=0.100880)|,|Point2d(x=1.002240, y=0.054861)|,0.9889710545539856,0.07787048816680908,1580609981.830872
|Point2d(x=0.985304, y=0.098294)|,|Point2d(x=0.996338, y=0.048538)|,0.9908211827278137,0.0734159778803587,1580609981.842596
|Point2d(x=0.986428, y=0.100199)|,|Point2d(x=0.998365, y=0.035814)|,0.9923968613147736,0.06800641119480133,1580609981.853374
|Point2d(x=0.984789, y=0.103631)|,|Point2d(x=0.995663, y=0.031070)|,0.9902259409427643,0.06735051982104778,1580609981.86419
|Point2d(x=0.976471, y=0.105513)|,|Point2d(x=1.000757, y=0.037585)|,0.9886143803596497,0.07154916971921921,1580609981.875687
|Point2d(x=0.981052, y=0.119209)|,|Point2d(x=1.006695, y=0.060135)|,0.9938733875751495,0.08967231586575508,1580609981.886977
|Point2d(x=0.992776, y=0.169158)|,|Point2d(x=1.015257, y=0.102645)|,1.0040169060230255,0.13590119779109955,1580609981.897586
|Point2d(x=1.001832, y=0.223418)|,|Point2d(x=1.012602, y=0.129819)|,1.007216989994049,0.1766187995672226,1580609981.908774
|Point2d(x=1.000941, y=0.243305)|,|Point2d(x=1.004612, y=0.171249)|,1.0027763843536377,0.20727679878473282,1580609981.91986
|Point2d(x=0.997120, y=0.257736)|,|Point2d(x=0.997956, y=0.187206)|,0.9975377321243286,0.22247129678726196,1580609981.93114
|Point2d(x=0.992139, y=0.253534)|,|Point2d(x=0.999717, y=0.179115)|,0.9959276020526886,0.2163243442773819,1580609981.942278
|Point2d(x=0.992355, y=0.254985)|,|Point2d(x=0.988467, y=0.206384)|,0.9904109537601471,0.23068437725305557,1580609981.953274
|Point2d(x=0.992803, y=0.257335)|,|Point2d(x=0.991062, y=0.203633)|,0.9919320940971375,0.2304837927222252,1580609981.964226
|Point2d(x=1.000489, y=0.263895)|,|Point2d(x=0.985660, y=0.204385)|,0.9930748045444489,0.23414041846990585,1580609981.975414
|Point2d(x=1.002372, y=0.261359)|,|Point2d(x=0.991388, y=0.182278)|,0.9968798160552979,0.221818745136261,1580609981.986658
|Point2d(x=1.002795, y=0.255381)|,|Point2d(x=0.989702, y=0.191403)|,0.996248722076416,0.2233920469880104,1580609981.997549
|Point2d(x=0.995526, y=0.255960)|,|Point2d(x=0.999412, y=0.199155)|,0.9974693655967712,0.22755760699510574,1580609982.00888
|Point2d(x=0.996361, y=0.259295)|,|Point2d(x=0.999279, y=0.194333)|,0.9978201389312744,0.22681398689746857,1580609982.019771
|Point2d(x=0.997369, y=0.264681)|,|Point2d(x=1.000646, y=0.197651)|,0.9990074336528778,0.23116613179445267,1580609982.030494
|Point2d(x=1.006915, y=0.264610)|,|Point2d(x=0.993058, y=0.194855)|,0.9999864995479584,0.22973262518644333,1580609982.041996
|Point2d(x=1.002064, y=0.266016)|,|Point2d(x=0.996848, y=0.202052)|,0.9994561076164246,0.23403407633304596,1580609982.053424
|Point2d(x=1.002629, y=0.262285)|,|Point2d(x=0.995941, y=0.197656)|,0.999284952878952,0.22997060418128967,1580609982.06402
|Point2d(x=0.998296, y=0.257236)|,|Point2d(x=0.996779, y=0.193943)|,0.9975378811359406,0.22558946907520294,1580609982.075399
|Point2d(x=1.002019, y=0.254766)|,|Point2d(x=0.980871, y=0.211416)|,0.9914450347423553,0.23309122771024704,1580609982.086566
|Point2d(x=0.997905, y=0.258630)|,|Point2d(x=0.981068, y=0.209773)|,0.9894866943359375,0.23420168459415436,1580609982.097476
|Point2d(x=0.995313, y=0.253511)|,|Point2d(x=0.983259, y=0.214688)|,0.9892857670783997,0.23409941792488098,1580609982.108593
|Point2d(x=0.995580, y=0.256359)|,|Point2d(x=0.994658, y=0.183351)|,0.9951189458370209,0.21985530108213425,1580609982.119917
|Point2d(x=1.000962, y=0.256080)|,|Point2d(x=0.997568, y=0.180991)|,0.999265193939209,0.21853528171777725,1580609982.130625
|Point2d(x=1.000166, y=0.261118)|,|Point2d(x=0.997888, y=0.178724)|,0.999026894569397,0.21992073208093643,1580609982.142047
|Point2d(x=0.998645, y=0.261029)|,|Point2d(x=1.006098, y=0.184124)|,1.0023714900016785,0.22257685661315918,1580609982.153095
|Point2d(x=0.994327, y=0.261704)|,|Point2d(x=1.002661, y=0.190752)|,0.9984939694404602,0.22622781246900558,1580609982.164085
|Point2d(x=0.990372, y=0.261242)|,|Point2d(x=0.998965, y=0.193310)|,0.9946681559085846,0.2272757887840271,1580609982.175418
|Point2d(x=0.992847, y=0.268276)|,|Point2d(x=0.983564, y=0.217658)|,0.9882054328918457,0.2429666370153427,1580609982.186531
|Point2d(x=0.998777, y=0.291494)|,|Point2d(x=0.990191, y=0.242172)|,0.9944838285446167,0.26683297753334045,1580609982.197301
|Point2d(x=1.005016, y=0.312303)|,|Point2d(x=0.995761, y=0.253501)|,1.0003884434700012,0.2829020321369171,1580609982.20891
|Point2d(x=1.001797, y=0.324101)|,|Point2d(x=1.008227, y=0.251036)|,1.0050121545791626,0.28756824135780334,1580609982.21988
|Point2d(x=1.000249, y=0.325284)|,|Point2d(x=1.004827, y=0.249459)|,1.0025384426116943,0.28737157583236694,1580609982.230573
|Point2d(x=1.003101, y=0.321742)|,|Point2d(x=1.000777, y=0.244611)|,1.0019391775131226,0.28317683190107346,1580609982.24191
|Point2d(x=1.003134, y=0.321167)|,|Point2d(x=0.991224, y=0.261591)|,0.9971790313720703,0.2913789749145508,1580609982.253208
|Point2d(x=1.001904, y=0.322207)|,|Point2d(x=0.989962, y=0.261732)|,0.9959328770637512,0.29196952283382416,1580609982.263936
|Point2d(x=1.000244, y=0.323300)|,|Point2d(x=0.988344, y=0.264167)|,0.9942939281463623,0.2937336713075638,1580609982.275159
|Point2d(x=1.002656, y=0.320526)|,|Point2d(x=1.005050, y=0.245547)|,1.0038530826568604,0.28303634375333786,1580609982.286647
|Point2d(x=1.003718, y=0.317034)|,|Point2d(x=1.003850, y=0.246589)|,1.0037842988967896,0.28181128948926926,1580609982.297238
|Point2d(x=1.008377, y=0.316709)|,|Point2d(x=1.008429, y=0.246161)|,1.008402943611145,0.2814347520470619,1580609982.308943
|Point2d(x=1.007442, y=0.316368)|,|Point2d(x=0.987823, y=0.261976)|,0.9976328015327454,0.28917162120342255,1580609982.319671
|Point2d(x=1.007564, y=0.316204)|,|Point2d(x=0.990482, y=0.259396)|,0.9990232884883881,0.2877999097108841,1580609982.330558
|Point2d(x=1.004807, y=0.323388)|,|Point2d(x=0.984269, y=0.252557)|,0.9945383667945862,0.28797265887260437,1580609982.341722
|Point2d(x=1.001495, y=0.322900)|,|Point2d(x=0.999385, y=0.242931)|,1.0004398226737976,0.2829151004552841,1580609982.353122
|Point2d(x=1.000343, y=0.322352)|,|Point2d(x=0.995463, y=0.243091)|,0.997903048992157,0.28272151947021484,1580609982.363833
|Point2d(x=0.995471, y=0.315909)|,|Point2d(x=0.999733, y=0.247324)|,0.9976024329662323,0.281616248190403,1580609982.375145
|Point2d(x=0.995770, y=0.315059)|,|Point2d(x=0.984188, y=0.256994)|,0.9899790585041046,0.28602688014507294,1580609982.386398
|Point2d(x=0.996647, y=0.316908)|,|Point2d(x=0.988553, y=0.259074)|,0.9925998151302338,0.28799110651016235,1580609982.396816
|Point2d(x=1.004016, y=0.323739)|,|Point2d(x=0.986507, y=0.259999)|,0.9952614903450012,0.2918692082166672,1580609982.408699
|Point2d(x=1.006382, y=0.328471)|,|Point2d(x=0.996977, y=0.262568)|,1.0016794502735138,0.2955198734998703,1580609982.419836
|Point2d(x=1.005692, y=0.329496)|,|Point2d(x=0.992306, y=0.264252)|,0.9989992678165436,0.2968743145465851,1580609982.430197
|Point2d(x=0.999370, y=0.323481)|,|Point2d(x=0.992470, y=0.271131)|,0.9959199130535126,0.2973059117794037,1580609982.441767
|Point2d(x=1.004014, y=0.329981)|,|Point2d(x=0.996704, y=0.281215)|,1.0003591775894165,0.30559809505939484,1580609982.453072
|Point2d(x=1.011364, y=0.367723)|,|Point2d(x=1.002887, y=0.310623)|,1.0071256160736084,0.33917301893234253,1580609982.463398
|Point2d(x=1.013204, y=0.395374)|,|Point2d(x=1.010360, y=0.322834)|,1.0117815136909485,0.3591041713953018,1580609982.474995
|Point2d(x=1.010074, y=0.403448)|,|Point2d(x=1.004034, y=0.332069)|,1.007053792476654,0.36775854229927063,1580609982.486063
|Point2d(x=1.005116, y=0.398793)|,|Point2d(x=1.000146, y=0.340403)|,1.0026307702064514,0.3695981055498123,1580609982.496689
|Point2d(x=1.012860, y=0.401927)|,|Point2d(x=0.997401, y=0.343926)|,1.0051302909851074,0.3729265332221985,1580609982.50849
|Point2d(x=1.014383, y=0.408763)|,|Point2d(x=1.000621, y=0.340517)|,1.0075017213821411,0.37463974952697754,1580609982.51928
|Point2d(x=1.014935, y=0.408294)|,|Point2d(x=1.002447, y=0.341856)|,1.008690595626831,0.37507492303848267,1580609982.530127
|Point2d(x=1.005849, y=0.401451)|,|Point2d(x=0.994535, y=0.343768)|,1.0001917481422424,0.37260958552360535,1580609982.541442
|Point2d(x=1.008813, y=0.398285)|,|Point2d(x=0.995446, y=0.345487)|,1.0021295845508575,0.37188588082790375,1580609982.552589
|Point2d(x=1.008910, y=0.398026)|,|Point2d(x=0.995542, y=0.346951)|,1.0022262036800385,0.3724886178970337,1580609982.563346
|Point2d(x=1.017493, y=0.406999)|,|Point2d(x=0.997922, y=0.343392)|,1.007707566022873,0.37519529461860657,1580609982.575236
|Point2d(x=1.012834, y=0.401340)|,|Point2d(x=1.000859, y=0.346574)|,1.0068463683128357,0.3739568889141083,1580609982.585937
|Point2d(x=1.013754, y=0.404353)|,|Point2d(x=0.999816, y=0.340995)|,1.0067852437496185,0.372673898935318,1580609982.596425
|Point2d(x=1.010972, y=0.393253)|,|Point2d(x=1.000569, y=0.343574)|,1.0057702660560608,0.36841335892677307,1580609982.608324
|Point2d(x=1.010789, y=0.393510)|,|Point2d(x=0.996871, y=0.348352)|,1.0038301348686218,0.37093083560466766,1580609982.619077
|Point2d(x=1.011733, y=0.395941)|,|Point2d(x=0.995808, y=0.350823)|,1.0037707388401031,0.37338176369667053,1580609982.630066
|Point2d(x=1.011649, y=0.397402)|,|Point2d(x=0.997812, y=0.353720)|,1.0047307014465332,0.3755607157945633,1580609982.6415
|Point2d(x=1.007278, y=0.398963)|,|Point2d(x=0.994373, y=0.355142)|,1.000825434923172,0.3770524710416794,1580609982.652665
|Point2d(x=1.006504, y=0.399653)|,|Point2d(x=0.994021, y=0.357702)|,1.0002627074718475,0.37867793440818787,1580609982.663284
|Point2d(x=1.000796, y=0.404050)|,|Point2d(x=0.994877, y=0.357682)|,0.9978361129760742,0.38086631894111633,1580609982.674486
|Point2d(x=1.007850, y=0.408649)|,|Point2d(x=1.003228, y=0.351754)|,1.0055389404296875,0.38020190596580505,1580609982.685845
|Point2d(x=1.006261, y=0.405642)|,|Point2d(x=1.003993, y=0.344545)|,1.005126953125,0.3750936985015869,1580609982.696821
|Point2d(x=1.009655, y=0.401106)|,|Point2d(x=1.005492, y=0.339761)|,1.0075738430023193,0.3704332262277603,1580609982.708217
|Point2d(x=1.010532, y=0.394049)|,|Point2d(x=1.007658, y=0.332548)|,1.0090951323509216,0.3632984161376953,1580609982.719371
|Point2d(x=1.008324, y=0.392897)|,|Point2d(x=1.009330, y=0.339149)|,1.0088270902633667,0.3660227954387665,1580609982.730131
|Point2d(x=1.005311, y=0.394444)|,|Point2d(x=1.012704, y=0.339924)|,1.009007453918457,0.3671843409538269,1580609982.742451
|Point2d(x=1.005548, y=0.399743)|,|Point2d(x=1.006335, y=0.362865)|,1.0059411525726318,0.38130396604537964,1580609982.75281
|Point2d(x=1.005394, y=0.400993)|,|Point2d(x=1.005688, y=0.362353)|,1.0055409669876099,0.38167302310466766,1580609982.763659
|Point2d(x=1.003126, y=0.403594)|,|Point2d(x=1.003410, y=0.360186)|,1.0032678842544556,0.3818898946046829,1580609982.77509
|Point2d(x=1.000349, y=0.417871)|,|Point2d(x=0.994911, y=0.371667)|,0.9976298809051514,0.3947690427303314,1580609982.786255
|Point2d(x=1.001211, y=0.446695)|,|Point2d(x=0.994651, y=0.406146)|,0.9979310035705566,0.4264207184314728,1580609982.796699
|Point2d(x=1.012956, y=0.470520)|,|Point2d(x=0.994065, y=0.424622)|,1.0035103559494019,0.44757093489170074,1580609982.808378
|Point2d(x=1.012702, y=0.472711)|,|Point2d(x=1.004259, y=0.434461)|,1.008480191230774,0.4535859376192093,1580609982.819389
|Point2d(x=1.014006, y=0.472799)|,|Point2d(x=1.001527, y=0.432166)|,1.0077667236328125,0.4524824917316437,1580609982.830197
|Point2d(x=1.005182, y=0.466181)|,|Point2d(x=1.002436, y=0.434468)|,1.0038087964057922,0.450324684381485,1580609982.841703
|Point2d(x=1.000239, y=0.469042)|,|Point2d(x=0.998132, y=0.440798)|,0.9991855621337891,0.4549202024936676,1580609982.852723
|Point2d(x=0.999258, y=0.465034)|,|Point2d(x=1.000260, y=0.439454)|,0.9997591376304626,0.4522438049316406,1580609982.863519
|Point2d(x=0.998812, y=0.468302)|,|Point2d(x=0.997035, y=0.440014)|,0.9979235827922821,0.454158291220665,1580609982.874618
|Point2d(x=1.001966, y=0.468975)|,|Point2d(x=0.992317, y=0.438971)|,0.99714195728302,0.4539729356765747,1580609982.885837
|Point2d(x=1.003767, y=0.470315)|,|Point2d(x=0.992249, y=0.435543)|,0.9980080425739288,0.4529290795326233,1580609982.896575
|Point2d(x=1.005913, y=0.471247)|,|Point2d(x=0.995166, y=0.429418)|,1.0005393624305725,0.4503326714038849,1580609982.908057
|Point2d(x=1.007664, y=0.467527)|,|Point2d(x=1.004808, y=0.415650)|,1.0062360763549805,0.44158877432346344,1580609982.919247
|Point2d(x=1.007475, y=0.468788)|,|Point2d(x=1.008266, y=0.414464)|,1.0078709721565247,0.4416259229183197,1580609982.929938
|Point2d(x=1.009097, y=0.468636)|,|Point2d(x=1.006933, y=0.411935)|,1.0080150365829468,0.4402856081724167,1580609982.941278
|Point2d(x=1.007226, y=0.469397)|,|Point2d(x=0.990790, y=0.425709)|,0.9990079700946808,0.4475533366203308,1580609982.952808
|Point2d(x=1.005447, y=0.469286)|,|Point2d(x=0.989152, y=0.430133)|,0.9972994327545166,0.4497092664241791,1580609982.963596
|Point2d(x=1.010532, y=0.472576)|,|Point2d(x=0.987266, y=0.433070)|,0.9988990128040314,0.45282305777072906,1580609982.974718
|Point2d(x=1.009791, y=0.467974)|,|Point2d(x=1.005729, y=0.421368)|,1.0077598094940186,0.44467076659202576,1580609982.985858
